nombre,identificacion,tipo_vivienda
Ing. Mariano Caballero,40904073,aparta estudio
Francisca Dalia Zamora,88574834,finca
Alejandro Mariana Castellanos Gómez,73654938,apartamento
Mtro. Leonel Irizarry,66370447,apartamento
Cornelio Camarillo Hinojosa,22776448,otro
Claudia Mercedes Meza,65718943,casa
Violeta Trejo Mena,54378621,otro
Alfredo Eva Terán Santana,81459754,aparta estudio
Lic. Diana Ornelas,80760339,finca
Hugo Hernán Negrón,38425192,otro
Elsa Gloria Treviño Lara,22335452,apartamento
Ignacio Vigil,55221199,otro
Judith Aurelio Fierro,89210344,otro
Hernán Sevilla Gollum,31059000,casa
Ariadna Cervantes Duarte,90920402,apartamento
Yeni Sergio Barrios Nava,12581569,apartamento
Leticia Barrientos Bravo,26585598,aparta estudio
Roberto Ceballos Cortés,42575049,aparta estudio
Estefanía Sevilla,93644132,apartamento
Ing. Elisa Ortiz,26467933,finca
Lic. Homero Velasco,76733642,apartamento
Dr. Adalberto Caldera,25665873,finca
Violeta Paola Vázquez,71714480,otro
Silvano Silvano Merino,55757436,finca
Aldonza Bernabé de la Fuente Cantú,53465910,casa
Camila Flores Cuellar,16286026,otro
Lic. Fidel Luevano,65439270,aparta estudio
Dulce María Brito,67200610,finca
Amador Pichardo Moya,67343096,aparta estudio
Eva Susana Granados Echeverría,27376646,aparta estudio
Mateo Hernán Peña Nieto,96301645,otro
Marcos Dávila Arroyo,93636394,finca
Daniela Frida Barreto Jasso,21123831,finca
Lic. Salvador Cantú,78504114,apartamento
Sr(a). Irene Manzanares,46334531,apartamento
José María Borrego Gamez,70921990,apartamento
José Emilio Dueñas Méndez,35226453,aparta estudio
Asunción Andrés Ortega Orosco,99662168,apartamento
Anabel Lucio Fierro,54724580,aparta estudio
María del Carmen Asunción Espino Murillo,70740154,aparta estudio
Ing. Ana Muro,99180870,apartamento
José Manuél Virginia Carrillo Leiva,10232803,finca
Israel Zeferino Saldaña,96489164,otro
Mtro. Juana Arredondo,49449357,apartamento
Trinidad Tamez,48677800,aparta estudio
Victoria Cortez,80561881,otro
Gabino Dulce María Ríos Guerrero,88888982,casa
Mtro. Luis Manuel Barragán,68356690,finca
Bernabé Delgado Camacho,51538569,casa
Gregorio Rosario Rodrígez,21258597,aparta estudio
Rodrigo Salazar,63254256,apartamento
Vicente Morales Dueñas,19943509,aparta estudio
Bernardo Arevalo Nevárez,18328231,apartamento
Mayte Estefanía Gamboa,73545948,otro
Eric Barrios Godínez,20983671,otro
Gustavo Amalia Rico,89242299,finca
Elias José Emilio Borrego Benítez,61275981,finca
Sr(a). Georgina Godínez,98366759,casa
Miriam Zapata,12062612,casa
Mayte Lemus Madrigal,33034319,casa
Ing. Micaela Olivárez,61001177,apartamento
Lucía Adalberto Casas,75373198,aparta estudio
Bianca Federico Pabón Ulloa,10121841,finca
Sr(a). Sonia Juárez,13322360,apartamento
Sr(a). Silvano Sepúlveda,52506595,aparta estudio
Adela Corrales Hernandes,26358053,otro
Georgina Mireles Alcala,70980150,finca
Dr. Paulina Portillo,14292260,aparta estudio
Lic. Esperanza Huerta,46860479,aparta estudio
Gloria Trinidad Abreu Ornelas,89724271,otro
Federico Rufino Madrid,85064949,otro
Abigail Ilse Meraz,36297834,aparta estudio
Nelly Eugenia Malave,19222329,aparta estudio
Isaac Curiel Muñoz,77953526,finca
Andrea Mojica,30179880,apartamento
Georgina Becerra,41769898,apartamento
Clara Irene Sisneros Flores,15706743,otro
Víctor Regalado,34137608,apartamento
Zoé Rubén Segovia,94753588,casa
Amanda Camarillo López,28850679,apartamento
Emiliano Soledad Ureña Granado,35762354,finca
Paola José Luis Barrientos Acevedo,34125897,aparta estudio
Sr(a). Timoteo Corona,27827825,casa
Israel Vicente Lovato,90706908,otro
José Luis Samuel Carmona Gaytán,71054075,apartamento
Lic. Antonia Zamudio,50509582,finca
Francisca Aguilar Rojo,64643857,casa
Óliver Herrera Alarcón,19710520,finca
Jorge Magaña,47833607,aparta estudio
Elvira Gaitán,68269250,casa
Clemente Ana María Sevilla Maestas,69467252,otro
Emiliano Mares Bustos,71019408,finca
Flavio Curiel Olvera,14494480,otro
Esteban Jaimes,87451679,otro
Carolina Zapata Carrillo,40995077,aparta estudio
Juan Carlos Gabino Gómez Soria,18050817,finca
Arcelia Yuridia Moreno,75804256,apartamento
Alma Ramiro Ureña,62191550,apartamento
Minerva Bruno Sánchez Morales,97049243,aparta estudio
Reynaldo Corona,63569566,otro
Mayte Aranda Sotelo,11770284,otro
Rafaél Cantú Mateo,29381459,otro
Karla Guadalupe Villalobos Barela,74392705,casa
Ing. Cecilia Páez,36174228,apartamento
Georgina Marcos Roque,74590864,aparta estudio
Wendolin Magdalena Salinas Mercado,92115136,otro
Óliver Jacinto Vásquez,66553252,aparta estudio
Soledad Ángel Cabán,81853230,finca
Zoé Claudia Jaime Valle,70007709,apartamento
Mtro. Isabel Alonzo,72654873,aparta estudio
Estela María Luisa Cervántez,78501990,finca
Mtro. Abril Oquendo,28129927,casa
Ernesto Felipe Mondragón Quezada,11656784,aparta estudio
Sr(a). Bernabé Macías,94014294,otro
Socorro Aponte,37753042,apartamento
Timoteo Zambrano Nájera,87519992,otro
Ofelia Estefanía Cabrera Zayas,88085895,aparta estudio
Sr(a). Iván Báez,35138319,apartamento
Alicia Dolores Robledo Enríquez,91919880,aparta estudio
Homero Ofelia Zambrano Gálvez,79399742,finca
Silvia Roberto Barrientos,47356471,apartamento
Adalberto Ojeda Arguello,81919582,otro
Wendolin Fajardo Cardenas,75167395,otro
Elias Micaela Solorzano Tirado,50260325,otro
Abelardo Alonso Zarate Roybal,83315928,apartamento
Marcela Dávila,46866810,otro
Linda Alma Uribe Caraballo,75515161,finca
Hilda Diego Montaño,54859866,otro
Ramón Gerónimo Montes Orosco,23236896,casa
Salvador Maximiliano Aguayo Samaniego,36289727,apartamento
Ing. Yolanda Saiz,60506935,otro
Natividad Inés Carvajal Rendón,72493005,finca
Ing. Susana Manzanares,37788287,aparta estudio
Ruby Cantú,39190008,aparta estudio
Ing. Ramiro Elizondo,81498910,apartamento
Rolando Tania Padrón,17123819,aparta estudio
Lic. Luis Miguel Casárez,37852141,aparta estudio
Delia Maestas Preciado,35352154,casa
Rubén Zambrano,41458582,aparta estudio
Dr. Eduardo Yáñez,68778487,finca
Modesto Amelia Colón Castro,24202948,aparta estudio
Espartaco Benavídez Vázquez,93248657,otro
Jos Marisela del Río,18219539,otro
Dr. Adán Hernádez,47507845,casa
Marco Antonio Jerónimo Elizondo,35980284,casa
Guadalupe Rivero,71067608,casa
Mtro. Alma Mena,27579512,apartamento
Noelia Lourdes Tapia,29117362,otro
Eva Puga Viera,87845435,apartamento
Barbara Lovato Cardenas,87189388,aparta estudio
José Eduardo Salvador Viera,13763787,apartamento
Linda Blanco Valle,10576767,otro
Humberto Gaytán,88299253,apartamento
Ing. Silvia Godoy,11726597,otro
Amanda Andrea Casas Barela,65949996,casa
Gonzalo Carlota Mendoza Zepeda,15506177,otro
Luisa José Luis Maldonado,91300246,finca
Natalia Avilés Zamudio,13614241,apartamento
Ana Luisa Lorenzo Ortega,13457465,aparta estudio
Ing. Trinidad Batista,72829733,otro
Clemente Arce Verdugo,92150342,otro
Ing. Roberto Gastélum,14338606,aparta estudio
Caridad Carmen Godoy Villanueva,72564200,apartamento
David Armando de Anda,98969876,casa
Sr(a). Claudia Pedraza,85333714,casa
Fernando Alba,35093545,casa
Ing. Ofelia Escalante,89295925,finca
Martín Nieto,47905432,aparta estudio
Gustavo Teresa Cabrera Casanova,32583926,aparta estudio
Eugenio Cantú Regalado,74965788,aparta estudio
Alejandra Nancy Saldivar,48264706,finca
Sr(a). Itzel Véliz,62225214,aparta estudio
Martín Socorro Rojo Griego,83792769,otro
Delia Jaime Herrera Alejandro,25020099,otro
Uriel Cristina Molina,73698522,apartamento
Bernabé Araceli Corona Feliciano,10442368,aparta estudio
Sandra Hilda Reyes Rubio,93348228,otro
Lic. Raquel Zavala,49120703,finca
Emilio Paola Arellano,96031781,finca
Horacio Zayas,21838584,otro
Olivia Carolina Casanova,88839931,apartamento
Ing. Karina Pantoja,89296557,casa
Sonia Orozco Ordóñez,26317313,aparta estudio
Guadalupe Saldaña,20953108,otro
Ing. Alfredo Ledesma,49242431,finca
Esparta Jaramillo,88840848,otro
Patricio Terán Jimínez,64938323,casa
Santiago Juan Carlos Rico,51472600,aparta estudio
Nadia Dulce Tijerina Casanova,41544917,aparta estudio
Lic. Norma Paz,47542313,otro
Ing. Antonio Cintrón,74688728,apartamento
Reina Rivera,20001190,aparta estudio
Bernabé Padilla Casas,96815708,aparta estudio
Sr(a). Esther Quiñones,55638619,finca
Andrea Crespo,84143566,finca
Leonor Minerva Delgado,15655544,apartamento
Laura Griego Delgadillo,70482851,finca
Sonia Santillán Munguía,57599704,finca
Ing. Estefanía Cisneros,42925850,otro
Teresa Leonel Polanco,45811064,apartamento
Santiago Razo Bustos,72510082,casa
Dr. Delia Cazares,55332985,casa
Aldonza Vigil,55645463,casa
Ángela Vanesa Barraza,49272771,aparta estudio
Sonia Darío Barrera Perales,79735621,aparta estudio
Mtro. Amalia Murillo,19660413,casa
Pablo Ignacio Baca Hidalgo,78719907,apartamento
Marisol Niño Alemán,20295444,aparta estudio
Sandra Victoria Ruelas,77334233,apartamento
María Luisa Leticia Alcaraz,82995830,aparta estudio
Carla Puga,28424061,casa
Nelly Lovato,33842358,otro
Sr(a). Agustín Mesa,26559789,apartamento
Martha Mayte Granados Marroquín,15905633,otro
Esperanza Cedillo Gil,93339979,finca
Nicolás Nayeli Núñez Bonilla,50173698,apartamento
Rolando Delgado Hidalgo,73223207,otro
Cristobal Emiliano Viera Cardona,31643288,otro
Teresa Fabiola Villarreal,25497383,casa
María Eugenia Moreno,56016361,finca
Adriana Cecilia Pizarro Avilés,31798594,casa
Ramiro Aguirre Camacho,79922106,apartamento
Victoria Guajardo Miramontes,73266099,aparta estudio
Mtro. Mauricio Concepción,14722648,casa
Bianca Alberto Peña Carbajal,97810519,apartamento
Alvaro Minerva Casanova Campos,67735045,otro
Fidel Leal Prieto,76411452,casa
Manuel Diana Rosas,26129236,finca
María del Carmen Gerardo Sarabia,59303098,finca
Nelly Caldera,67480782,casa
Alfredo Reyes,38406028,otro
Conchita Margarita Jaime,12049196,casa
Lucas Mercedes Luna,67885282,aparta estudio
Bernardo Tania Valdés Sanabria,99446863,otro
Mauricio Javier Montoya,33515358,otro
Ivonne Narváez,11637802,otro
Dalia Santiago Rojo,77566339,finca
Wendolin Serna Zúñiga,74567043,aparta estudio
Mitzy Pedraza Menchaca,42384734,aparta estudio
Luis Duarte,98018927,casa
David Esther Rodríguez Rosales,33739420,finca
Gabino Galindo Orta,32620511,finca
Adán Alta  Gracia Urías,67399164,otro
Rodrigo Teodoro de la Fuente,98232093,aparta estudio
Martín Porfirio Samaniego Solís,65747269,casa
Susana Estela Delgadillo Segovia,43585010,casa
Sr(a). María del Carmen Porras,94614613,otro
María Eugenia Macías Quintanilla,58728501,apartamento
Karina Luis Manuel Corona,63516658,aparta estudio
Aida Salvador Arce,92334677,otro
José Eduardo Leonor Dueñas,34596092,apartamento
Mtro. Teodoro Velásquez,53574467,aparta estudio
Víctor Eva Grijalva Tejada,90739526,finca
María Elena Lilia Benavídez,66084859,otro
Ing. Marcela Canales,55804108,finca
Zacarías Cisneros,67964734,otro
Gabriela Alfonso Olivas,88495501,aparta estudio
Estefanía Nayeli Vigil Olivera,13738522,apartamento
Marisol Irma Cintrón,84333372,casa
Caridad Lilia Barragán,83369330,aparta estudio
Lic. Dalia Lucero,64975023,apartamento
María Teresa Horacio Galarza,28670410,casa
Mariana Ulibarri,51977338,aparta estudio
María Llamas,13719930,casa
Martha Victoria Fajardo Campos,45823133,otro
Esparta Carlota Regalado Ordóñez,49585561,finca
Horacio Gabriel Urbina Vera,25137623,finca
Hermelinda Silvano Hernádez Corrales,68432963,finca
Rodolfo Federico Alva,19949186,finca
Ana María Marisela Lovato Rojo,97419789,finca
Georgina Salvador Sandoval,57635859,otro
Nadia Crespo,73914299,apartamento
Elisa Francisca Zúñiga,53117042,otro
Dr. Asunción Bermúdez,82459842,otro
Delia Cornejo Rolón,74391116,casa
Dr. Reynaldo Escobedo,52768780,apartamento
Zoé Riojas Garica,15784678,casa
Fidel Hernandes Perea,28519413,apartamento
Rosa Ana Luisa Velázquez,33030163,apartamento
Natividad Quintero,80541354,otro
Hilda Lerma Gamboa,12716484,aparta estudio
Gonzalo José Carlos Lira,40679172,aparta estudio
Guadalupe Alonso,50445378,aparta estudio
Guillermo Ocasio,50227700,otro
Víctor Aponte,17575024,aparta estudio
Tomás Contreras,98131988,finca
Dr. Marisol Casanova,18615525,casa
Cristobal Arellano,11900735,aparta estudio
Sr(a). Aida Carrión,26149166,aparta estudio
Juana Delgadillo Manzanares,23847822,otro
Ing. Juan Vaca,93597740,finca
Ing. Amador Pabón,43729972,finca
Alicia Echeverría,43904827,otro
Mtro. Alejandra Sarabia,32885172,otro
Felipe Gerardo Trejo,84019423,apartamento
Aurora Arias Alcaraz,29619041,apartamento
Fernando Espinosa,36532199,casa
Paola Mateo,56399752,finca
Ing. Enrique Cano,72685149,otro
Timoteo Farías,34880253,aparta estudio
Ing. Clemente Martínez,59018011,apartamento
Isaac Carlota Gamboa,59127461,aparta estudio
Isabela Villa,56319753,apartamento
Roberto Óliver Girón Guillen,83749565,casa
Cristian Eric López Lomeli,73564232,apartamento
Paola Luna,49178447,finca
Micaela Curiel Valdez,30905205,otro
Dr. Amelia Medrano,38464927,apartamento
Noelia Gloria Rascón,51427412,aparta estudio
Margarita Lira Mercado,46233113,finca
Eric Ana Luisa Limón,59963424,otro
Federico Rivero,41724833,finca
Ing. Gerardo Bermúdez,16801051,apartamento
Eugenio Serna Posada,98780084,finca
Mtro. Clemente Gurule,55689501,otro
Mtro. Jonás Cazares,66936796,casa
Marisol Montoya,76067618,finca
Evelio Ruiz Castillo,54177334,finca
Celia Jonás Alvarado,35921236,apartamento
Leticia Salma Bustos Mata,68181242,finca
Dr. Adriana Saiz,66229705,finca
Sofía Alonzo,41997302,aparta estudio
Israel Montaño,82328513,finca
Dr. Jerónimo Venegas,97421763,aparta estudio
Rosalia Juárez,48223841,finca
Elvia Perla Maldonado Maya,22827210,otro
Gloria Itzel Bernal Terrazas,38946049,apartamento
Trinidad Espino,14292911,aparta estudio
Aldonza Razo Muro,55248137,casa
Jesús Gloria Cantú,80036689,finca
Camilo Leonardo Cisneros Vela,21786495,finca
Cynthia Figueroa,17238499,aparta estudio
Rocío Rosario,42234457,casa
Mtro. Elsa Zúñiga,87617164,finca
Catalina María Eugenia Alemán,47960407,apartamento
Delia Crespo,51723050,otro
Gustavo Sessa Salas Cervantes,91246706,finca
Ing. Esmeralda Gamboa,88066877,aparta estudio
Sr(a). Paola Orta,87512802,otro
Ernesto Flavio Padilla Fonseca,41383463,aparta estudio
Ing. Lorena Cardona,75587843,finca
Asunción Cristal Esparza,52821544,aparta estudio
Mtro. Araceli Martínez,25107882,finca
Adalberto Catalina Rosales Villa,12570134,aparta estudio
Virginia Armando Corona,14835203,apartamento
Antonia Jáquez,38219291,finca
Dr. Francisca Roybal,69029240,aparta estudio
Dr. Jonás Galván,55781465,aparta estudio
Lic. Aurelio Cedillo,55421326,otro
Sr(a). Marcela Avilés,28987173,aparta estudio
Sr(a). Esparta Robles,53585569,aparta estudio
Irma Medrano Sandoval,52676246,apartamento
Dulce María Alejandra Ávila,23256932,otro
Aurelio Vega,14784365,apartamento
Israel Robledo,26779161,finca
Eloy Ramírez,93106581,casa
Sr(a). Gonzalo Jaramillo,12292951,aparta estudio
Dulce María Verdugo,61388752,casa
Ing. Silvia Zelaya,13974524,finca
Aldonza Marisela Piña,12115502,aparta estudio
Luis Javier Griego Montez,72233415,otro
Helena Santiago,53560341,otro
Ing. Jacinto Rodarte,95868870,finca
Renato Iglesias Bustos,70400297,finca
Flavio Orta,92647435,otro
Porfirio Carlota Nevárez,37833856,casa
Esparta Ángela Vera Montoya,30737530,aparta estudio
Pilar Hernádez Gamboa,49802185,aparta estudio
Caridad Ramírez Galarza,40155579,finca
Catalina de León Matías,49276562,casa
Arturo César Mondragón,78074219,casa
Ing. Fidel Fernández,44272556,otro
Raúl Posada Melgar,79635231,finca
Ing. Agustín Cintrón,69261584,apartamento
Mario Robles Valdés,41451054,apartamento
María Luisa Eugenio Uribe,67060511,finca
Ing. Alfonso Guzmán,22451128,casa
Mtro. Héctor Puga,44759016,apartamento
Francisca Uriel Campos,12959065,aparta estudio
Armando Leonardo Porras Fuentes,36083667,casa
Jacobo Tania Cabrera Abrego,81625764,casa
Graciela Esperanza Serrato Cano,80030051,apartamento
Víctor Arias Montero,16734654,otro
Sessa Roque Jaramillo,60984061,otro
Gerónimo Luis Montalvo Ríos,42727925,otro
Dr. Carlos Mateo,57421674,casa
Sr(a). María José Gamboa,36964117,apartamento
Gerónimo Marrero,15100649,apartamento
Ofelia Corral Roque,30633019,casa
Héctor Fuentes Ballesteros,38866333,apartamento
Cristian Natividad Mondragón,69566152,apartamento
Norma Elvia Cintrón,88680294,casa
Claudio Colón,34672068,otro
Jonás Nieves,30291909,apartamento
Augusto Trujillo Lemus,93748427,otro
Lilia Wendolin Gamez,99382568,casa
Conchita Salvador Rivera,65372665,casa
Aida Zeferino Vázquez Martínez,40352978,aparta estudio
Fabiola Olivo Salas,16353024,casa
Ing. Dulce María Angulo,58764066,otro
Rodolfo Emiliano Osorio Escobar,18332604,apartamento
Alfonso Castro Carrera,16577738,aparta estudio
Sr(a). José Emilio Valenzuela,68817127,otro
Teodoro Julio Santiago,93535088,otro
Beatriz José Patiño,47093273,aparta estudio
Camilo Ornelas Loera,15408975,apartamento
Julio Alta  Gracia Hernádez Fuentes,45514101,casa
Dulce Alberto Valdez,54578092,apartamento
Ing. Estela Jaimes,20733110,apartamento
Mauro Acosta Aguilera,18834849,apartamento
Ing. Ángela Anguiano,32553685,otro
Norma Gastélum Rentería,66158826,casa
Francisca Mireles Porras,81652849,otro
Dr. Indira Carrero,83707379,finca
Judith Zeferino Espinosa Urbina,26702496,finca
Lic. Santiago Almaraz,88640220,casa
Mtro. Angélica Coronado,13712378,casa
Yeni Gonzalo Gaitán,45567891,otro
Lic. Ivonne Villa,54104566,finca
Dr. Jacobo Godoy,13814773,aparta estudio
Dr. Héctor Morales,39801828,casa
Octavio Dalia Almaraz,60487571,casa
Sr(a). Socorro Chacón,74551856,otro
Pascual Tafoya,38153353,casa
Ilse Oswaldo Villarreal Limón,92853710,casa
Minerva Lourdes Alemán,21194875,casa
Anel Maximiliano Gaitán,23333023,apartamento
José María Portillo Valentín,62585844,apartamento
Gonzalo Barrios,27030649,aparta estudio
Teodoro Claudia Saldaña,77218045,casa
Ing. Mitzy Salcedo,48641581,finca
Citlali Escamilla,86809313,casa
Roberto Graciela Cortés Bahena,44401027,casa
María Eugenia Luis Rubio Ponce,57776050,otro
Beatriz Villalpando,56475690,apartamento
Isaac Espartaco Coronado,64437663,finca
Lic. Alfredo Quintana,31159948,apartamento
Ing. Alicia Cantú,84044039,aparta estudio
Armando Mascareñas Loera,29706990,apartamento
Ana Nieto,32469544,finca
José Manuél Enrique Padilla Aguilera,75407635,apartamento
Ofelia Natividad Velasco Orta,47542702,otro
Jorge Luis Federico Arguello,17163497,finca
Ing. Miguel Cedillo,54721891,aparta estudio
Gerardo Cervántez Pantoja,51439887,finca
Germán Isaac Montero Esquivel,41585636,aparta estudio
Yolanda Rubén Borrego Mayorga,38520223,casa
Rosa Alva,32485167,otro
Sr(a). Cornelio Noriega,98157286,otro
Bianca Diego Orosco Barreto,26044474,otro
Mayte Luz Medrano,23758735,otro
Adalberto Carrión,80845472,otro
Ana Luisa Zúñiga Serrato,32824115,aparta estudio
Ivonne Ochoa Meraz,63370636,otro
Lucía Pedroza Lara,80813688,finca
Julia Estefanía Puga Bonilla,41269627,apartamento
