nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal,identificacion,tipo_vivienda
Samuel Dolores Angulo,65,obrero,casado,otro,si,si,54521,si,si,otro,feb,2,334,971,fracaso,ninguno,34831378,apartamento
Jorge Pamela Esquivel,55,obrero,soltero,posgrado,no,no,797302,no,si,telefono fijo,may,14,965,328,inexistente,si,61534939,otro
Judith Eugenia Mireles,46,obrero,viudo,tecnica,no,si,89711,no,si,celular,oct,26,305,440,fracaso,ninguno,87183927,finca
Lic. Natividad Salazar,83,gerente,casado,maestria,si,si,985870,si,no,telefono fijo,ago,20,756,938,fracaso,si,41146334,otro
Manuel Sessa Espinosa Hernandes,61,independiente,casado,primaria,no,si,840958,si,si,otro,ene,4,866,239,exitoso,si,72476418,otro
Fernando Socorro Rosas,44,obrero,divorciado,universitaria,si,no,702692,si,no,telefono fijo,jul,24,169,917,inexistente,si,85765366,otro
Mtro. Jos Riojas,51,servicios,soltero,universitaria,si,no,317431,si,no,telefono fijo,abr,28,930,208,fracaso,ninguno,64079843,casa
Leticia Ochoa Castañeda,59,jubilado,soltero,ninguno,si,no,858726,no,si,celular,oct,22,499,402,otro,si,12019748,casa
Lic. Rodolfo Treviño,72,desempleado,viudo,posgrado,si,si,640921,si,no,celular,abr,16,860,286,exitoso,ninguno,12410216,casa
Lic. Miguel Ángel Heredia,59,emprendedor,viudo,doctorado,no,si,496816,no,no,telefono fijo,feb,27,224,318,exitoso,si,37568512,casa
Carolina Rael,75,desempleado,viudo,primaria,no,no,733927,no,no,otro,sep,26,195,469,otro,ninguno,83579644,otro
Aldonza Vásquez Tafoya,75,desconocido,casado,universitaria,no,no,984685,si,no,telefono fijo,ago,1,119,134,otro,si,10461068,casa
Pamela Valenzuela,20,servicios,divorciado,maestria,no,si,202464,si,si,otro,nov,23,594,782,inexistente,no,44576055,casa
Berta Colunga Mayorga,28,desempleado,divorciado,maestria,no,si,589573,si,si,telefono fijo,jul,8,13,967,otro,si,29151090,apartamento
Caridad Guajardo Urbina,35,obrero,viudo,secundaria,no,no,517293,no,si,telefono fijo,mar,6,628,183,inexistente,no,15371846,apartamento
Noelia Piña,28,independiente,viudo,doctorado,si,si,654131,si,no,celular,jun,5,288,982,inexistente,no,34463607,aparta estudio
Mayte Hernán Esquivel,89,desconocido,casado,secundaria,no,no,927513,no,si,otro,jul,23,821,364,exitoso,no,18096112,aparta estudio
Amanda Camarillo,67,jubilado,soltero,primaria,no,no,965395,si,si,otro,dic,22,656,969,exitoso,ninguno,60559705,aparta estudio
Asunción Mauro Meléndez Rosales,68,estudiante,viudo,tecnica,no,no,530390,no,si,telefono fijo,may,23,531,659,fracaso,ninguno,23172904,aparta estudio
Nancy Guillen,44,emprendedor,casado,doctorado,no,si,731183,si,si,celular,mar,25,631,183,exitoso,si,29991053,otro
Jaime Venegas Castellanos,44,admin,divorciado,otro,no,no,907154,no,no,otro,may,23,635,352,exitoso,no,92355877,otro
Delia Cervantes,18,desempleado,viudo,ninguno,si,no,300884,no,no,telefono fijo,abr,15,122,904,otro,no,17816860,finca
Pablo Patiño Colón,83,otro,casado,primaria,no,no,255037,si,no,celular,nov,6,434,471,otro,ninguno,11922873,casa
Nadia Granado,83,independiente,casado,universitaria,si,no,142283,si,si,celular,mar,16,473,876,exitoso,ninguno,93160711,apartamento
Nadia Granado,83,independiente,casado,universitaria,si,no,142283,si,si,celular,mar,16,473,876,exitoso,ninguno,81860120,aparta estudio
Ricardo Salcido,83,estudiante,casado,universitaria,si,no,658755,si,si,otro,oct,9,358,235,inexistente,ninguno,78275587,casa
Úrsula Sánchez,84,técnico,viudo,tecnologia,no,no,158806,no,no,otro,sep,27,743,634,inexistente,ninguno,75550195,finca
Sandra Berta Vela,71,emprendedor,soltero,universitaria,si,si,343613,no,si,otro,jun,13,572,452,inexistente,no,91132182,apartamento
Alejandra José Eduardo Guajardo Pelayo,40,obrero,casado,otro,no,no,152176,si,si,celular,ene,8,231,557,fracaso,si,68200709,finca
Noemí Salcedo Rico,45,desconocido,viudo,ninguno,si,si,484080,no,si,telefono fijo,may,8,585,723,otro,no,93902737,apartamento
Sr(a). Ángela de la Garza,22,desconocido,casado,doctorado,no,si,242986,no,si,celular,may,28,804,181,inexistente,si,84116341,otro
Carmen Camila Vergara,53,desconocido,viudo,primaria,no,no,296195,si,no,celular,ago,5,443,439,otro,ninguno,85692456,apartamento
Mtro. Lilia Robledo,57,jubilado,viudo,universitaria,si,no,211321,no,si,telefono fijo,nov,25,668,271,fracaso,ninguno,51752386,casa
Alejandro Vaca,23,gerente,divorciado,posgrado,no,no,124760,si,si,celular,nov,15,435,139,exitoso,ninguno,62091235,otro
Luis Caridad Covarrubias,84,independiente,soltero,doctorado,si,no,197834,si,no,otro,mar,14,578,526,exitoso,si,92336466,aparta estudio
Hugo Salgado,74,desconocido,soltero,secundaria,no,si,841711,si,no,celular,jun,30,927,804,exitoso,si,18589081,otro
David Renato Cadena Ocasio,53,jubilado,soltero,doctorado,si,si,765315,no,no,celular,sep,22,845,101,fracaso,si,23380876,otro
Esperanza Pérez Rosado,59,desempleado,divorciado,primaria,no,si,770766,si,no,otro,oct,16,251,703,fracaso,no,35770815,finca
Graciela Alonzo Orozco,54,obrero,viudo,universitaria,no,no,977837,si,si,telefono fijo,oct,19,892,205,otro,ninguno,76466595,otro
Nelly Montero Medrano,62,jubilado,casado,tecnologia,si,no,28252,si,si,telefono fijo,ene,6,377,453,exitoso,no,85534610,otro
Benjamín Espinoza,19,admin,casado,primaria,si,no,703180,si,si,otro,ene,12,350,3,otro,no,90066222,finca
Benjamín Espinoza,19,admin,casado,primaria,si,no,703180,si,si,otro,ene,12,350,3,otro,no,22576286,casa
Felipe Urrutia Urbina,31,servicios,casado,secundaria,no,no,240713,si,no,telefono fijo,ene,10,971,172,otro,si,66061510,finca
Cecilia Andrea Olivárez Castellanos,36,independiente,casado,universitaria,no,si,417324,no,si,otro,feb,15,268,509,otro,ninguno,36485776,finca
Felix Quintero,83,otro,divorciado,primaria,no,si,153158,no,no,telefono fijo,feb,22,918,256,fracaso,ninguno,56929834,finca
Jacobo Sara Zavala Rosales,18,emprendedor,casado,tecnica,si,no,281480,si,si,celular,oct,4,511,563,otro,ninguno,84331579,aparta estudio
Julia Campos,73,gerente,viudo,secundaria,si,no,103420,no,si,otro,may,4,43,58,fracaso,si,92368000,apartamento
Sr(a). Asunción Rosado,34,técnico,casado,secundaria,no,no,120000,si,si,otro,abr,24,143,231,inexistente,no,20144946,aparta estudio
Lourdes Irizarry,37,obrero,divorciado,otro,no,si,393337,si,no,otro,nov,12,538,580,fracaso,ninguno,76460591,casa
Miguel Rebeca Valencia,51,desconocido,viudo,doctorado,si,si,563523,si,no,celular,sep,27,864,172,otro,no,39900994,casa
Guillermina Estefanía Valdés Arenas,70,admin,soltero,primaria,no,no,986412,si,si,telefono fijo,dic,27,406,621,inexistente,no,18669428,otro
Guadalupe Isabela Matías,65,desempleado,soltero,maestria,si,si,86227,no,no,otro,oct,30,126,551,fracaso,no,71048774,finca
Dr. Sergio Corrales,69,gerente,soltero,doctorado,si,si,364476,si,no,telefono fijo,ene,20,390,758,otro,ninguno,39412175,aparta estudio
Judith Corral,30,gerente,divorciado,ninguno,si,no,637715,no,no,telefono fijo,abr,26,575,923,fracaso,si,11754063,finca
Araceli Sanches,81,emprendedor,viudo,secundaria,si,si,619809,si,no,otro,may,11,275,682,exitoso,si,19672796,finca
Indira Adela Patiño Menéndez,67,gerente,divorciado,doctorado,si,si,336955,si,no,otro,may,21,498,328,fracaso,ninguno,35694583,casa
Genaro Ojeda,19,gerente,soltero,doctorado,si,no,841382,si,no,celular,sep,18,956,198,otro,ninguno,66322054,apartamento
Pilar Duarte Estévez,28,desempleado,casado,secundaria,no,no,45967,no,no,celular,abr,10,916,732,otro,ninguno,11940443,apartamento
Sr(a). Diana Hernádez,36,emprendedor,soltero,ninguno,si,no,813569,si,no,otro,mar,21,113,780,inexistente,si,99211043,finca
Berta Mata Godínez,34,obrero,casado,primaria,no,no,123442,si,si,telefono fijo,oct,10,983,137,otro,no,69451579,finca
Gerónimo Socorro Coronado Verduzco,65,desconocido,soltero,otro,no,no,657050,no,no,celular,ene,28,79,380,exitoso,si,68684685,finca
José Lucía Cedillo,25,servicios,casado,secundaria,no,si,719852,no,si,otro,ene,19,528,637,exitoso,no,87975538,finca
Ing. Dulce Arevalo,45,estudiante,soltero,secundaria,si,no,682595,no,si,otro,ago,18,407,191,fracaso,no,53842023,finca
Paola Cornejo Valladares,52,gerente,viudo,secundaria,si,no,869730,no,si,celular,abr,24,560,493,fracaso,si,96935202,otro
René Patricia Vallejo Escalante,37,servicios,viudo,primaria,si,no,684484,si,no,celular,ago,27,160,53,exitoso,ninguno,26646755,finca
Barbara María Fierro,24,desempleado,soltero,tecnica,si,no,323087,si,si,otro,dic,8,208,122,,si,92738965,apartamento
Socorro Alberto Carmona Benavídez,72,técnico,viudo,otro,si,si,820782,si,si,otro,mar,13,600,99,exitoso,ninguno,67980813,casa
David Raúl Villaseñor,58,obrero,soltero,tecnologia,no,si,651342,si,no,celular,ene,7,93,930,fracaso,ninguno,45345728,casa
Karina Fernando Carbajal,60,desempleado,soltero,primaria,si,si,356701,si,si,telefono fijo,oct,11,348,590,fracaso,si,78159344,otro
Luis Manuel Jorge Luis Camacho Dávila,18,otro,viudo,posgrado,no,si,467753,si,no,telefono fijo,sep,15,760,394,fracaso,no,87388684,finca
Gonzalo Augusto Fierro Alva,33,gerente,viudo,doctorado,no,no,471275,no,no,telefono fijo,oct,28,205,590,exitoso,si,43174125,otro
Esparta Zoé Uribe Velasco,66,desempleado,divorciado,maestria,si,si,900321,no,si,telefono fijo,abr,21,389,90,otro,no,46150696,aparta estudio
Esperanza Oswaldo Quintero Abrego,60,obrero,divorciado,doctorado,no,no,523592,no,si,otro,feb,31,852,317,fracaso,ninguno,96663616,otro
Leonor Valdivia Tamayo,32,estudiante,divorciado,otro,si,no,741554,no,si,telefono fijo,sep,17,808,20,otro,no,20422349,otro
Dolores Judith Ojeda Quintero,47,técnico,soltero,otro,no,no,330632,si,si,otro,jun,26,260,969,inexistente,si,30653420,finca
Jorge Luis Claudio de Anda Nevárez,80,estudiante,soltero,tecnica,si,si,734617,si,si,otro,jun,2,343,721,exitoso,ninguno,64855112,otro
Reynaldo Monroy del Río,51,gerente,divorciado,universitaria,no,si,956323,no,si,celular,oct,13,785,749,fracaso,si,95422408,finca
Bernardo Valverde Olivo,26,obrero,casado,secundaria,si,si,953679,no,no,otro,dic,2,802,629,fracaso,no,68118231,otro
Amalia Conchita Orellana López,66,desconocido,soltero,otro,no,no,86383,si,si,celular,feb,1,405,73,fracaso,no,69536168,finca
Hermelinda Alvaro Peralta,44,independiente,viudo,tecnologia,no,si,600890,no,si,telefono fijo,mar,6,373,291,fracaso,si,96419686,finca
Lic. Bernardo Lemus,84,desconocido,viudo,secundaria,no,no,858994,si,no,celular,oct,2,342,591,inexistente,no,31127983,apartamento
Laura Emiliano Vásquez,83,desconocido,casado,ninguno,si,si,697318,si,si,telefono fijo,ene,4,943,476,inexistente,si,72419297,finca
Julia Pablo Jaimes,42,emprendedor,divorciado,otro,no,si,896217,si,si,telefono fijo,ene,11,293,746,otro,ninguno,13001354,apartamento
Mariano Reséndez Delgadillo,82,desconocido,casado,tecnica,si,si,944459,no,no,telefono fijo,oct,22,508,643,exitoso,si,37140378,aparta estudio
Iván Javier Molina Elizondo,87,servicios,soltero,otro,no,no,896307,si,no,celular,mar,9,920,569,inexistente,si,21950128,otro
Guillermo Flavio Pabón,68,emprendedor,soltero,otro,si,no,917606,si,si,otro,oct,14,29,476,inexistente,ninguno,84596924,aparta estudio
Rafaél Feliciano,60,emprendedor,divorciado,universitaria,no,si,680061,no,no,celular,nov,26,375,139,otro,ninguno,84988881,finca
Arturo Catalina Iglesias Rico,39,servicios,casado,universitaria,si,no,996114,no,no,otro,feb,9,370,672,inexistente,si,58494015,apartamento
Victoria Alberto Armas,23,admin,casado,primaria,no,si,368694,no,si,telefono fijo,dic,12,895,839,inexistente,si,94761211,casa
Esther Juan Carlos Chacón,90,emprendedor,soltero,tecnica,si,si,470755,no,no,telefono fijo,jun,14,945,214,inexistente,ninguno,79293025,finca
Lic. Carmen Olivo,45,otro,viudo,universitaria,no,no,455068,no,no,otro,oct,23,585,800,exitoso,no,74937978,aparta estudio
Micaela Curiel Rivero,64,técnico,divorciado,secundaria,si,si,396266,si,si,celular,sep,29,717,162,otro,ninguno,16731285,apartamento
Caridad Benito Salcedo Munguía,73,emprendedor,casado,universitaria,no,no,967986,si,si,celular,jun,8,673,530,exitoso,si,79728235,finca
Alicia Rojas Adame,24,obrero,casado,universitaria,no,si,524519,no,si,celular,nov,11,615,185,exitoso,si,60020080,apartamento
Javier Marisela Farías Mascareñas,56,técnico,divorciado,tecnologia,no,no,387081,si,no,otro,sep,19,378,201,inexistente,no,77473227,aparta estudio
Sr(a). Celia Castañeda,25,independiente,divorciado,primaria,no,no,232919,si,si,otro,jul,19,5,16,otro,no,66745454,aparta estudio
Trinidad Juan Sauceda Raya,28,admin,casado,ninguno,si,si,214292,no,no,telefono fijo,sep,29,122,870,fracaso,ninguno,76234373,finca
Samuel Ramírez Collazo,28,jubilado,soltero,secundaria,si,si,986089,no,si,otro,ago,10,530,442,otro,ninguno,30281184,casa
Mtro. Nancy Corona,58,emprendedor,viudo,ninguno,si,si,15705,no,no,telefono fijo,abr,15,922,795,exitoso,ninguno,30092290,aparta estudio
Barbara Lebrón Villa,60,estudiante,divorciado,tecnica,no,si,494489,si,no,telefono fijo,feb,1,513,812,fracaso,ninguno,15742230,casa
Araceli Esperanza Almonte Rolón,83,jubilado,soltero,secundaria,si,no,371925,si,no,telefono fijo,mar,23,497,459,inexistente,ninguno,30483768,aparta estudio
Rosa Alejandra Barela,19,desconocido,viudo,tecnica,si,no,22314,no,no,otro,jul,18,837,990,inexistente,no,27615449,apartamento
Guillermo Tejada,21,servicios,viudo,primaria,no,si,676876,si,si,celular,abr,14,91,969,otro,no,57873506,otro
Esther Pablo Blanco,47,emprendedor,soltero,maestria,no,si,650166,si,no,telefono fijo,feb,29,346,645,otro,no,18031081,apartamento
Ilse Julia Linares,49,admin,divorciado,secundaria,si,si,101510,si,si,telefono fijo,abr,9,696,22,exitoso,no,18028720,otro
Leonor Gilberto Osorio,48,desconocido,casado,tecnica,si,si,970655,no,no,otro,oct,25,919,268,otro,si,98197411,aparta estudio
Susana Dávila Aponte,81,desempleado,soltero,universitaria,si,si,494825,no,si,telefono fijo,jul,28,683,298,fracaso,si,10668428,apartamento
Ing. Úrsula Miranda,87,obrero,casado,secundaria,si,si,482231,no,si,telefono fijo,mar,5,698,846,exitoso,ninguno,21073919,otro
Cristal Socorro Crespo Feliciano,45,admin,casado,universitaria,si,si,927815,no,si,celular,oct,14,143,914,inexistente,ninguno,22353740,apartamento
Arcelia Carolina Melgar Vallejo,60,estudiante,divorciado,tecnica,no,no,456079,si,no,otro,ago,16,935,642,exitoso,ninguno,65714602,otro
Clara Martínez Rocha,63,estudiante,soltero,tecnica,si,si,807536,si,si,telefono fijo,mar,16,606,147,fracaso,no,21967400,finca
Pedro Gregorio Ureña Marín,39,independiente,divorciado,otro,no,si,41221,si,no,otro,ago,6,178,294,exitoso,no,89929941,casa
Leonardo Barrios Cordero,22,admin,divorciado,primaria,si,no,709569,si,no,celular,jun,27,763,343,inexistente,no,25178244,finca
Clemente Granados,61,admin,viudo,universitaria,no,no,292745,si,si,otro,oct,30,754,323,exitoso,ninguno,52490922,apartamento
Cristobal Mesa Villagómez,41,emprendedor,casado,universitaria,no,no,377527,no,si,celular,ago,9,598,337,fracaso,no,82182124,otro
Hernán Dulce María Gamez,60,desempleado,soltero,secundaria,si,si,692533,no,no,celular,jul,3,245,767,otro,ninguno,80370801,finca
Augusto Jurado,59,desconocido,divorciado,otro,si,si,147666,no,no,telefono fijo,may,11,168,148,otro,si,95551279,casa
Luis Manuel Marcela Garrido Maya,80,desconocido,soltero,tecnica,si,no,749411,no,no,celular,ene,24,355,160,exitoso,si,60929079,otro
Socorro Alta  Gracia Holguín,62,desempleado,viudo,doctorado,no,si,72151,no,si,telefono fijo,jun,20,478,690,inexistente,no,89714414,aparta estudio
Carolina Enrique Campos Domínguez,33,admin,soltero,tecnologia,no,si,481638,no,si,celular,nov,16,684,93,otro,no,73969817,casa
Armando Barela,66,obrero,divorciado,maestria,no,si,638935,si,no,telefono fijo,dic,4,841,952,fracaso,ninguno,67286375,apartamento
María Miramontes Navarro,82,jubilado,casado,secundaria,no,si,372381,no,no,celular,ene,12,901,183,inexistente,ninguno,73653301,aparta estudio
Rocío Norma Nava,70,desconocido,viudo,otro,no,si,59761,si,no,telefono fijo,ago,6,154,4,inexistente,si,33210354,aparta estudio
Olga Socorro Almanza Ojeda,69,desconocido,viudo,ninguno,no,si,59959,no,no,otro,oct,28,577,598,otro,si,77842953,apartamento
Conchita Jesús Arteaga Sanabria,26,desconocido,divorciado,tecnologia,si,si,725795,si,si,otro,oct,16,687,206,otro,ninguno,52285830,casa
Tomás Alcántar,33,desempleado,soltero,primaria,si,si,24598,no,si,telefono fijo,oct,14,340,539,fracaso,ninguno,33289195,otro
Sr(a). Eloisa Treviño,83,servicios,casado,tecnologia,si,si,152080,no,no,otro,ago,6,119,662,exitoso,si,78597758,finca
Pablo Cardona,44,jubilado,casado,otro,si,si,45696,si,si,telefono fijo,feb,20,86,602,exitoso,si,56047039,aparta estudio
Sr(a). Florencia Lucio,78,emprendedor,divorciado,secundaria,no,no,814841,si,no,celular,mar,2,612,279,inexistente,no,21336931,aparta estudio
Salma Noemí Medrano Acuña,49,jubilado,viudo,primaria,si,si,62522,si,si,otro,abr,15,6,413,inexistente,si,60357513,finca
Liliana Abraham Valles,29,otro,casado,tecnica,si,no,276246,no,si,telefono fijo,oct,28,651,40,exitoso,si,57028391,apartamento
Lic. Sergio Salgado,58,jubilado,casado,secundaria,no,no,905521,si,si,celular,ene,14,81,315,inexistente,ninguno,91796616,otro
Roberto Elsa Parra,53,gerente,viudo,secundaria,si,si,288949,no,no,celular,ene,22,885,747,inexistente,no,99981663,finca
Agustín Alonzo,50,independiente,casado,maestria,si,si,749481,si,no,celular,sep,19,665,587,inexistente,si,29813036,aparta estudio
Sr(a). Raquel Lozano,48,jubilado,soltero,tecnica,si,no,705623,no,si,otro,sep,29,280,357,fracaso,no,78252136,aparta estudio
Reynaldo Montaño Hernádez,42,estudiante,casado,tecnologia,si,si,981558,si,no,telefono fijo,ago,31,75,570,inexistente,si,32579597,otro
Vicente Anabel Segura Palomo,29,servicios,viudo,otro,no,si,957315,si,no,otro,may,11,47,657,otro,ninguno,81290051,finca
Luis Soledad Huerta,84,servicios,casado,tecnica,si,si,895156,si,si,telefono fijo,sep,26,581,576,,si,83469801,casa
Lic. Ángel Dávila,46,estudiante,casado,tecnica,no,no,819531,si,no,celular,feb,10,441,345,exitoso,si,95386104,apartamento
Amelia Helena Delgado Vergara,35,desempleado,casado,universitaria,si,si,32469,si,no,telefono fijo,sep,25,211,286,fracaso,si,46882872,casa
Antonio Tamayo,81,gerente,casado,secundaria,si,no,317,no,no,telefono fijo,jun,11,562,804,inexistente,si,56640852,aparta estudio
Luis Hernán Longoria,52,técnico,viudo,ninguno,si,no,585182,si,no,telefono fijo,dic,4,988,814,exitoso,no,74834799,finca
Salvador Verónica Treviño,36,estudiante,divorciado,doctorado,si,si,126965,no,no,celular,dic,14,442,509,inexistente,si,39250823,aparta estudio
Gabriel Sanabria,19,otro,divorciado,ninguno,no,no,801487,si,no,telefono fijo,feb,28,952,254,inexistente,no,27771006,casa
Julio Camarillo Ruelas,30,desempleado,viudo,ninguno,si,no,331451,no,si,telefono fijo,mar,22,596,798,otro,si,42459830,finca
Ángela Eric Roldán,37,independiente,soltero,ninguno,no,si,551455,si,si,otro,nov,31,786,21,exitoso,no,25946788,apartamento
Irene Rosales Leyva,73,desconocido,soltero,secundaria,no,si,359973,si,si,otro,feb,20,200,82,inexistente,ninguno,66854680,finca
Dalia Cornelio Baca Aponte,35,admin,viudo,posgrado,no,si,607867,si,no,celular,may,13,383,171,inexistente,no,73077326,apartamento
Alta  Gracia Micaela Valle,66,desempleado,divorciado,universitaria,no,si,594482,si,si,otro,may,4,679,342,inexistente,no,52329159,otro
Rufino Quiñones Barela,72,desempleado,soltero,secundaria,no,no,714383,si,no,celular,feb,11,286,437,inexistente,no,12200623,aparta estudio
Esparta Sarabia,85,obrero,divorciado,posgrado,si,si,528881,no,no,celular,jul,31,865,673,inexistente,ninguno,44731563,casa
Eva Guevara,77,servicios,casado,posgrado,no,no,582142,si,si,celular,jul,30,556,521,exitoso,si,38194117,apartamento
Marcos Abreu Santillán,59,gerente,soltero,ninguno,si,no,301978,si,si,telefono fijo,jul,29,199,129,otro,ninguno,27480539,aparta estudio
Iván Nayeli Sepúlveda Menchaca,39,técnico,viudo,universitaria,no,si,992696,no,si,otro,dic,13,80,333,otro,si,28567058,apartamento
