nombre,edad,ocupacion,estado_civil,nivel_educativo,deudas,incumplimiento,balance,hipotecario,tarjeta_credito,medio_contacto,mes_ultimo_contacto,dia_ultimo_contacto,duracion_ultimo_contacto,contactos_realizados,resultado_ultima_campana,prestamo_personal
Nelly Montero Medrano,650,jubilado,soltero,tecnologia,si,no,28252,si,si,telefono fijo,ene,6,377,453,exitoso,no
Benjamín Espinoza,600,admin,divorciado,primaria,si,no,703180,si,si,otro,ene,12,350,3,otro,no
Felipe Urrutia Urbina,31,servicios,casado,secundaria,no,no,240713,si,no,telefono fijo,ene,10,971,172,,si
Cecilia Andrea Olivárez Castellanos,36,jubilado,soltero,universitaria,no,si,417324,no,si,otro,feb,15,268,509,otro,ninguno
Felix Quintero,83,otro,divorciado,primaria,no,si,153158,no,no,,feb,22,918,256,fracaso,ninguno
Jacobo Sara Zavala Rosales,700,emprendedor,viudo,tecnica,si,no,281480,si,si,celular,oct,4,511,563,otro,ninguno
Julia Campos,150,gerente,viudo,maestria,si,no,103420,no,si,otro,may,4,43,58,,si
Sr(a). Asunción Rosado,34,técnico,casado,secundaria,no,no,120000,si,si,otro,abr,24,143,231,inexistente,no
Lourdes Irizarry,350,obrero,divorciado,otro,no,si,393337,si,no,otro,nov,12,538,580,fracaso,ninguno
Miguel Rebeca Valencia,600,,viudo,maestria,si,si,563523,si,no,celular,sep,27,864,172,otro,no
Guillermina Estefanía Valdés Arenas,70,admin,soltero,primaria,no,no,986412,si,si,telefono fijo,dic,27,406,621,inexistente,no
Guadalupe Isabela Matías,65,desempleado,divorciado,maestria,si,si,86227,no,no,otro,oct,30,126,551,fracaso,no
Dr. Sergio Corrales,69,gerente,divorciado,doctorado,si,si,364476,si,no,,ene,20,390,758,otro,ninguno
Judith Corral,30,gerente,divorciado,ninguno,si,no,637715,no,no,telefono fijo,abr,26,575,923,fracaso,si
Araceli Sanches,650,emprendedor,casado,maestria,si,si,619809,si,no,,may,11,275,682,exitoso,si
Indira Adela Patiño Menéndez,67,gerente,casado,doctorado,si,si,336955,si,no,otro,may,21,498,328,fracaso,ninguno
Genaro Ojeda,19,gerente,viudo,doctorado,si,no,841382,si,no,celular,sep,18,956,198,otro,ninguno
Pilar Duarte Estévez,300,desempleado,casado,secundaria,no,no,45967,no,no,celular,abr,10,916,732,otro,ninguno
Sr(a). Diana Hernádez,36,,viudo,ninguno,si,no,813569,si,no,otro,mar,21,113,780,inexistente,si
Berta Mata Godínez,34,obrero,soltero,posgrado,no,no,123442,si,si,,oct,10,983,137,otro,no
Gerónimo Socorro Coronado Verduzco,65,desconocido,viudo,otro,no,no,657050,no,no,celular,ene,28,79,380,exitoso,si
José Lucía Cedillo,25,servicios,divorciado,secundaria,no,si,719852,no,si,otro,ene,19,528,637,exitoso,no
Ing. Dulce Arevalo,45,,casado,secundaria,si,no,682595,no,si,otro,ago,18,407,191,fracaso,no
Paola Cornejo Valladares,52,,viudo,,si,no,869730,no,si,celular,abr,24,560,493,,si
René Patricia Vallejo Escalante,37,servicios,divorciado,primaria,si,no,684484,si,no,celular,ago,27,160,53,exitoso,ninguno
Barbara María Fierro,700,desempleado,casado,tecnica,si,no,323087,si,si,otro,dic,8,208,122,,si
Socorro Alberto Carmona Benavídez,72,,viudo,otro,si,si,820782,si,si,otro,mar,13,600,99,exitoso,ninguno
David Raúl Villaseñor,58,obrero,divorciado,posgrado,no,si,651342,si,no,celular,ene,7,93,930,fracaso,ninguno
Karina Fernando Carbajal,60,,casado,primaria,si,si,356701,si,si,,oct,11,348,590,,si
Luis Manuel Jorge Luis Camacho Dávila,300,otro,casado,posgrado,no,si,467753,si,no,,sep,15,760,394,fracaso,no
Gonzalo Augusto Fierro Alva,33,gerente,viudo,doctorado,no,no,471275,no,no,telefono fijo,oct,28,205,590,exitoso,si
Esparta Zoé Uribe Velasco,66,desempleado,divorciado,maestria,si,si,900321,no,si,telefono fijo,abr,21,389,90,otro,no
Esperanza Oswaldo Quintero Abrego,60,,divorciado,posgrado,no,no,523592,no,si,otro,feb,31,852,317,fracaso,ninguno
Leonor Valdivia Tamayo,32,estudiante,divorciado,tecnologia,si,no,741554,no,si,telefono fijo,sep,17,808,20,,no
Dolores Judith Ojeda Quintero,47,técnico,viudo,otro,no,no,330632,si,si,otro,jun,26,260,969,inexistente,si
Jorge Luis Claudio de Anda Nevárez,80,estudiante,divorciado,tecnica,si,si,734617,si,si,otro,jun,2,343,721,exitoso,ninguno
Reynaldo Monroy del Río,51,gerente,viudo,universitaria,no,si,956323,no,si,celular,oct,13,785,749,fracaso,si
Bernardo Valverde Olivo,26,obrero,casado,secundaria,si,si,953679,no,no,,dic,2,802,629,fracaso,no
Amalia Conchita Orellana López,66,,casado,otro,no,no,86383,si,si,celular,feb,1,405,73,fracaso,no
Hermelinda Alvaro Peralta,44,independiente,soltero,,no,si,600890,no,si,,mar,6,373,291,,si
Lic. Bernardo Lemus,84,desconocido,divorciado,secundaria,no,no,858994,si,no,celular,oct,2,342,591,,no
Laura Emiliano Vásquez,83,desconocido,divorciado,ninguno,si,si,697318,si,si,,ene,4,943,476,inexistente,si
Julia Pablo Jaimes,250,emprendedor,divorciado,otro,no,si,896217,si,si,,ene,11,293,746,otro,ninguno
Mariano Reséndez Delgadillo,82,desconocido,viudo,tecnologia,si,si,944459,no,no,,oct,22,508,643,exitoso,si
Iván Javier Molina Elizondo,300,,soltero,otro,no,no,896307,si,no,celular,mar,9,920,569,inexistente,si
Guillermo Flavio Pabón,68,emprendedor,casado,otro,si,no,917606,si,si,otro,oct,14,29,476,inexistente,ninguno
Rafaél Feliciano,60,emprendedor,divorciado,universitaria,no,si,680061,no,no,celular,nov,26,375,139,otro,ninguno
Arturo Catalina Iglesias Rico,150,servicios,casado,universitaria,si,no,996114,no,no,otro,feb,9,370,672,inexistente,si
Victoria Alberto Armas,23,admin,divorciado,,no,si,368694,no,si,telefono fijo,dic,12,895,839,inexistente,si
Esther Juan Carlos Chacón,90,emprendedor,soltero,tecnologia,si,si,470755,no,no,telefono fijo,jun,14,945,214,inexistente,ninguno
Lic. Carmen Olivo,45,otro,soltero,maestria,no,no,455068,no,no,otro,oct,23,585,800,exitoso,no
Micaela Curiel Rivero,64,técnico,divorciado,posgrado,si,si,396266,si,si,celular,sep,29,717,162,otro,ninguno
Caridad Benito Salcedo Munguía,73,emprendedor,casado,universitaria,no,no,967986,si,si,celular,jun,8,673,530,,si
Alicia Rojas Adame,24,obrero,casado,,no,si,524519,no,si,celular,nov,11,615,185,exitoso,si
Javier Marisela Farías Mascareñas,500,técnico,casado,tecnologia,no,no,387081,si,no,otro,sep,19,378,201,inexistente,no
Sr(a). Celia Castañeda,25,independiente,divorciado,primaria,no,no,232919,si,si,otro,jul,19,5,16,,no
Trinidad Juan Sauceda Raya,28,admin,divorciado,ninguno,si,si,214292,no,no,,sep,29,122,870,fracaso,ninguno
Samuel Ramírez Collazo,28,jubilado,soltero,secundaria,si,si,986089,no,si,,ago,10,530,442,,ninguno
Mtro. Nancy Corona,58,emprendedor,divorciado,ninguno,si,si,15705,no,no,telefono fijo,abr,15,922,795,exitoso,ninguno
Barbara Lebrón Villa,60,estudiante,divorciado,tecnica,no,si,494489,si,no,telefono fijo,feb,1,513,812,fracaso,ninguno
Araceli Esperanza Almonte Rolón,83,jubilado,soltero,secundaria,si,no,371925,si,no,telefono fijo,mar,23,497,459,inexistente,ninguno
Rosa Alejandra Barela,19,jubilado,casado,tecnica,si,no,22314,no,no,,jul,18,837,990,inexistente,no
Guillermo Tejada,95,servicios,viudo,primaria,no,si,676876,si,si,celular,abr,14,91,969,otro,no
Esther Pablo Blanco,47,emprendedor,casado,maestria,no,si,650166,si,no,telefono fijo,feb,29,346,645,,no
Ilse Julia Linares,49,admin,divorciado,secundaria,si,si,101510,si,si,telefono fijo,abr,9,696,22,,no
Leonor Gilberto Osorio,48,desconocido,casado,tecnica,si,si,970655,no,no,otro,oct,25,919,268,otro,si
Susana Dávila Aponte,81,desempleado,soltero,tecnologia,si,si,494825,no,si,telefono fijo,jul,28,683,298,fracaso,si
Ing. Úrsula Miranda,450,obrero,casado,secundaria,si,si,482231,no,si,telefono fijo,mar,5,698,846,exitoso,ninguno
Cristal Socorro Crespo Feliciano,45,admin,viudo,universitaria,si,si,927815,no,si,celular,oct,14,143,914,inexistente,ninguno
Arcelia Carolina Melgar Vallejo,60,estudiante,soltero,tecnica,no,no,456079,si,no,otro,ago,16,935,642,exitoso,ninguno
Clara Martínez Rocha,63,estudiante,divorciado,tecnica,si,si,807536,si,si,,mar,16,606,147,fracaso,no
Pedro Gregorio Ureña Marín,39,independiente,divorciado,otro,no,si,41221,si,no,otro,ago,6,178,294,exitoso,no
Leonardo Barrios Cordero,22,admin,casado,primaria,si,no,709569,si,no,celular,jun,27,763,343,inexistente,no
Clemente Granados,61,admin,soltero,universitaria,no,no,292745,si,si,otro,oct,30,754,323,exitoso,ninguno
Cristobal Mesa Villagómez,41,emprendedor,casado,tecnologia,no,no,377527,no,si,,ago,9,598,337,fracaso,no
Hernán Dulce María Gamez,60,desempleado,viudo,secundaria,si,si,692533,no,no,celular,jul,3,245,767,otro,ninguno
Augusto Jurado,500,desconocido,divorciado,,si,si,147666,no,no,telefono fijo,may,11,168,148,otro,si
Luis Manuel Marcela Garrido Maya,80,desconocido,casado,,si,no,749411,no,no,celular,ene,24,355,160,exitoso,si
Socorro Alta  Gracia Holguín,200,desempleado,divorciado,maestria,no,si,72151,no,si,telefono fijo,jun,20,478,690,inexistente,no
Carolina Enrique Campos Domínguez,33,admin,viudo,tecnologia,no,si,481638,no,si,,nov,16,684,93,otro,no
Armando Barela,550,obrero,viudo,maestria,no,si,638935,si,no,telefono fijo,dic,4,841,952,fracaso,ninguno
María Miramontes Navarro,82,jubilado,casado,posgrado,no,si,372381,no,no,celular,ene,12,901,183,inexistente,ninguno
Rocío Norma Nava,300,desconocido,soltero,otro,no,si,59761,si,no,telefono fijo,ago,6,154,4,inexistente,si
Olga Socorro Almanza Ojeda,69,,viudo,ninguno,no,si,59959,no,no,otro,oct,28,577,598,otro,si
Conchita Jesús Arteaga Sanabria,26,desconocido,divorciado,,si,si,725795,si,si,otro,oct,16,687,206,otro,ninguno
Tomás Alcántar,300,jubilado,soltero,primaria,si,si,24598,no,si,,oct,14,340,539,fracaso,ninguno
Sr(a). Eloisa Treviño,83,servicios,casado,tecnologia,si,si,152080,no,no,otro,ago,6,119,662,exitoso,si
Pablo Cardona,44,jubilado,casado,otro,si,si,45696,si,si,telefono fijo,feb,20,86,602,exitoso,si
Sr(a). Florencia Lucio,78,emprendedor,soltero,secundaria,no,no,814841,si,no,celular,mar,2,612,279,inexistente,no
Salma Noemí Medrano Acuña,49,jubilado,viudo,primaria,si,si,62522,si,si,otro,abr,15,6,413,inexistente,si
Liliana Abraham Valles,29,otro,casado,tecnica,si,no,276246,no,si,telefono fijo,oct,28,651,40,exitoso,si
Lic. Sergio Salgado,58,jubilado,casado,secundaria,no,no,905521,si,si,celular,ene,14,81,315,inexistente,ninguno
Roberto Elsa Parra,500,gerente,divorciado,secundaria,si,si,288949,no,no,celular,ene,22,885,747,inexistente,no
Agustín Alonzo,50,,divorciado,tecnologia,si,si,749481,si,no,celular,sep,19,665,587,inexistente,si
Sr(a). Raquel Lozano,550,jubilado,divorciado,tecnica,si,no,705623,no,si,otro,sep,29,280,357,fracaso,no
Reynaldo Montaño Hernádez,42,estudiante,casado,tecnologia,si,si,981558,si,no,,ago,31,75,570,inexistente,si
Vicente Anabel Segura Palomo,29,servicios,soltero,,no,si,957315,si,no,otro,may,11,47,657,otro,ninguno
Luis Soledad Huerta,84,servicios,casado,tecnica,si,si,895156,si,si,telefono fijo,sep,26,581,576,,si
Lic. Ángel Dávila,46,,casado,,no,no,819531,si,no,celular,feb,10,441,345,exitoso,si
Amelia Helena Delgado Vergara,35,desempleado,casado,universitaria,si,si,32469,si,no,,sep,25,211,286,,si
Antonio Tamayo,81,gerente,casado,secundaria,si,no,317,no,no,telefono fijo,jun,11,562,804,inexistente,si
Luis Hernán Longoria,52,técnico,viudo,posgrado,si,no,585182,si,no,,dic,4,988,814,exitoso,no
Salvador Verónica Treviño,36,estudiante,soltero,doctorado,si,si,126965,no,no,celular,dic,14,442,509,inexistente,si
Gabriel Sanabria,19,otro,soltero,ninguno,no,no,801487,si,no,,feb,28,952,254,inexistente,no
Julio Camarillo Ruelas,30,desempleado,viudo,ninguno,si,no,331451,no,si,telefono fijo,mar,22,596,798,otro,si
Ángela Eric Roldán,37,independiente,soltero,ninguno,no,si,551455,si,si,otro,nov,31,786,21,exitoso,no
Irene Rosales Leyva,73,desconocido,divorciado,secundaria,no,si,359973,si,si,otro,feb,20,200,82,inexistente,ninguno
Dalia Cornelio Baca Aponte,35,admin,viudo,,no,si,607867,si,no,celular,may,13,383,171,inexistente,no
Alta  Gracia Micaela Valle,66,desempleado,divorciado,,no,si,594482,si,si,otro,may,4,679,342,inexistente,no
Rufino Quiñones Barela,72,desempleado,soltero,secundaria,no,no,714383,si,no,celular,feb,11,286,437,,no
Esparta Sarabia,85,obrero,divorciado,posgrado,si,si,528881,no,no,,jul,31,865,673,inexistente,ninguno
Eva Guevara,550,servicios,casado,maestria,no,no,582142,si,si,celular,jul,30,556,521,,si
Marcos Abreu Santillán,59,gerente,casado,ninguno,si,no,301978,si,si,,jul,29,199,129,otro,ninguno
Iván Nayeli Sepúlveda Menchaca,39,técnico,casado,universitaria,no,si,992696,no,si,otro,dic,13,80,333,otro,si
Lic. Benjamín Solano,42,emprendedor,viudo,doctorado,no,no,428429,no,no,otro,feb,11,667,991,,ninguno
Ing. Elias Nava,27,técnico,viudo,secundaria,si,no,530082,no,si,celular,jul,31,114,703,inexistente,si
Mateo Daniela Marrero,77,desconocido,divorciado,secundaria,no,si,486843,no,si,,sep,11,700,105,fracaso,no
Judith Villalpando Avilés,87,jubilado,divorciado,tecnologia,no,si,111244,no,si,otro,may,27,212,168,,ninguno
Estefanía del Río,31,admin,casado,tecnologia,si,no,392169,si,si,telefono fijo,mar,20,45,102,inexistente,si
Hugo Bernabé Medrano Solorzano,700,,viudo,primaria,no,si,433874,no,si,otro,may,28,182,727,exitoso,ninguno
Francisco Javier Francisco Estévez Prado,29,admin,divorciado,doctorado,si,si,741567,no,no,telefono fijo,abr,5,784,442,otro,si
Eloisa Puente,53,emprendedor,casado,maestria,no,si,961572,si,si,otro,ago,11,355,613,exitoso,si
Ramón Barbara Lucio,68,jubilado,soltero,,no,no,428747,si,no,otro,ene,13,91,840,,si
Berta Guerrero Corona,450,otro,divorciado,universitaria,si,no,339810,si,si,,mar,7,869,605,,ninguno
Estela Valladares,20,admin,casado,,no,si,722990,no,no,telefono fijo,sep,5,561,822,fracaso,ninguno
Gregorio Jasso,41,obrero,viudo,tecnica,si,si,834594,si,si,,sep,30,959,313,exitoso,si
Abril Figueroa,69,servicios,divorciado,universitaria,no,no,386870,si,si,,dic,26,756,606,,ninguno
Mtro. Arcelia Armas,43,independiente,divorciado,maestria,si,si,736614,no,no,telefono fijo,abr,13,792,369,otro,no
Mauro Aguilera,79,técnico,viudo,universitaria,no,no,284358,no,no,otro,feb,1,801,30,inexistente,si
Blanca Dulce Salgado,41,,divorciado,primaria,si,si,220055,si,no,telefono fijo,may,23,810,806,fracaso,no
Irene Silvia Prieto,65,gerente,divorciado,primaria,no,no,540414,no,si,,abr,6,757,84,exitoso,no
Gregorio Sara Trejo Miranda,30,técnico,soltero,tecnologia,si,si,21971,no,si,otro,jun,7,44,120,,no
Ana María Villaseñor,30,desempleado,viudo,primaria,si,no,720859,si,no,otro,mar,20,545,898,,si
Georgina Becerra Pantoja,55,,soltero,,no,si,756983,no,si,otro,nov,29,794,83,fracaso,ninguno
Julio César Perla Zambrano Pichardo,28,jubilado,divorciado,otro,no,si,780546,no,no,telefono fijo,sep,21,651,285,fracaso,no
Patricio Mireles Zapata,100,otro,divorciado,secundaria,si,si,839592,no,no,celular,jun,15,821,524,inexistente,si
Jorge Magaña Ramos,67,independiente,viudo,posgrado,si,si,826620,si,no,otro,ago,29,691,57,,ninguno
María Cristina Bustamante,90,independiente,divorciado,ninguno,si,no,97141,no,si,celular,ene,28,825,464,exitoso,si
Daniela Vanesa Zayas Berríos,36,jubilado,casado,tecnica,si,si,81618,si,no,,ago,28,714,59,exitoso,si
Anabel Leonel Cornejo Mercado,37,estudiante,divorciado,doctorado,no,si,404159,no,si,,abr,22,200,910,,ninguno
Esteban Camilo Toledo Salinas,80,,divorciado,doctorado,no,si,102282,si,no,telefono fijo,mar,15,951,803,inexistente,si
Frida Serrano Niño,87,gerente,viudo,tecnologia,si,no,399295,si,si,otro,ene,8,691,397,,ninguno
Reynaldo Jorge Luis Ybarra Salcido,65,emprendedor,viudo,posgrado,si,si,5204,no,si,celular,mar,28,753,17,otro,ninguno
Cynthia Irene Luna,350,admin,viudo,universitaria,no,no,157117,no,si,celular,abr,8,972,565,otro,no
Mtro. Susana Henríquez,80,jubilado,divorciado,tecnica,si,no,349587,no,si,otro,jul,13,530,702,fracaso,si
Lic. Adalberto Gracia,49,gerente,soltero,maestria,no,si,317676,no,si,otro,ene,20,325,975,exitoso,si
Diana Ruby Polanco,61,emprendedor,viudo,doctorado,no,no,506890,no,si,otro,nov,26,818,790,,si
María Eugenia Jesús Villalobos,44,servicios,casado,primaria,no,si,144145,no,no,telefono fijo,ago,26,710,336,fracaso,no
Octavio Corona,77,desempleado,casado,ninguno,si,no,581598,si,no,,mar,26,976,282,otro,no
Mtro. Cristobal Barrera,700,jubilado,casado,tecnica,no,no,996444,si,no,otro,may,22,442,276,fracaso,si
Rubén Isabela Estrada Covarrubias,57,obrero,soltero,,si,si,856678,no,si,celular,may,24,913,86,exitoso,no
Rebeca Emilio Mares Padilla,150,emprendedor,viudo,maestria,si,no,174412,no,no,,abr,2,679,99,inexistente,no
Leonardo Frida Ocampo,41,admin,viudo,otro,si,no,696229,no,si,,may,21,401,457,exitoso,ninguno
Gustavo Segovia,73,jubilado,divorciado,primaria,no,no,858650,si,si,celular,dic,22,164,68,exitoso,no
Alfredo Renato Corrales Escobar,81,otro,soltero,,no,si,577809,no,si,celular,jun,24,91,923,fracaso,ninguno
Blanca Santacruz Urrutia,73,otro,soltero,tecnica,no,si,800270,no,no,celular,nov,17,519,795,,si
Carlos Víctor Escamilla,59,admin,divorciado,ninguno,no,no,114126,si,no,telefono fijo,sep,11,324,184,exitoso,ninguno
Isabel Aldonza Ordóñez,300,admin,soltero,secundaria,si,si,710850,si,no,celular,abr,30,181,83,fracaso,si
Lic. Gerardo Rivera,78,,viudo,doctorado,si,si,249344,si,si,telefono fijo,feb,12,486,457,fracaso,si
Dr. Bernabé Tórrez,550,desempleado,divorciado,tecnica,no,si,83819,no,no,celular,ago,16,932,844,fracaso,no
Mercedes Peña Zepeda,75,otro,divorciado,primaria,si,no,258186,si,si,telefono fijo,nov,11,759,818,,si
Sr(a). Julia Cano,20,estudiante,viudo,doctorado,no,si,309763,si,si,telefono fijo,nov,17,413,192,fracaso,si
Alejandra Cecilia Villalpando,200,servicios,divorciado,universitaria,si,si,623778,no,si,telefono fijo,dic,30,400,125,inexistente,si
Barbara Montez Cabán,350,emprendedor,divorciado,posgrado,no,no,10850,no,si,telefono fijo,mar,6,751,534,fracaso,no
José Carlos Elena Elizondo Ponce,56,técnico,casado,,si,si,208149,no,si,celular,nov,26,964,85,exitoso,ninguno
Pascual Lilia Rojas,68,obrero,divorciado,secundaria,si,no,236191,si,no,celular,ago,31,342,331,fracaso,no
Karina Darío Meléndez Toro,77,obrero,soltero,maestria,si,no,978811,no,si,telefono fijo,ago,15,989,869,exitoso,si
Homero Esmeralda Negrón,20,,viudo,otro,no,no,419211,si,si,telefono fijo,jul,16,940,254,fracaso,si
Josefina Castro Villalpando,500,servicios,viudo,,si,si,338683,no,no,,sep,3,966,344,fracaso,ninguno
Mtro. Salvador Franco,21,estudiante,soltero,,no,si,319326,no,si,telefono fijo,nov,24,744,591,,si
Úrsula Aurora Castañeda,49,obrero,viudo,tecnologia,si,si,168784,si,si,otro,oct,28,973,905,fracaso,ninguno
Abel Miguel Ángel Arreola Perea,77,admin,divorciado,maestria,no,si,149250,si,si,,ene,19,726,514,,no
Óliver Alfredo Guerra Arteaga,150,estudiante,divorciado,secundaria,no,si,14710,no,no,otro,ene,6,529,982,fracaso,no
Ramiro Anaya,73,técnico,casado,secundaria,no,si,302007,no,si,telefono fijo,jul,9,12,191,inexistente,no
Francisco Marisol Villa,55,gerente,viudo,doctorado,no,no,339978,si,no,celular,sep,20,575,866,,no
Amelia Dulce María de la Torre,60,desconocido,divorciado,universitaria,no,si,803880,no,si,celular,dic,28,820,851,otro,ninguno
Aldonza Vásquez Navarro,650,gerente,casado,ninguno,si,si,307903,no,no,,oct,6,748,513,inexistente,si
Gloria Cristina Segura Salcido,68,desconocido,divorciado,tecnologia,no,si,207576,no,si,otro,abr,19,358,211,inexistente,ninguno
Abel Cabán Luna,58,servicios,divorciado,otro,no,si,66171,si,si,telefono fijo,jun,15,97,241,,ninguno
Sr(a). Octavio Gollum,100,admin,soltero,,no,no,575060,no,no,telefono fijo,ago,27,560,726,otro,si
María Luisa Juárez,54,,soltero,maestria,no,no,511640,no,si,telefono fijo,ene,19,769,283,otro,ninguno
Lic. Gregorio Limón,45,servicios,divorciado,tecnica,no,no,524717,no,si,celular,dic,31,818,692,exitoso,si
Vicente Rivas,450,gerente,casado,tecnologia,si,si,303082,no,si,,mar,1,806,428,,ninguno
Julio César Perla Ayala,81,otro,viudo,universitaria,si,no,363530,no,no,telefono fijo,feb,20,838,46,,ninguno
Asunción Sauceda,20,gerente,soltero,doctorado,si,si,842453,no,no,,oct,7,606,639,exitoso,no
Eloy Ayala Negrón,23,servicios,divorciado,otro,no,no,318368,si,no,telefono fijo,feb,23,371,684,otro,no
Mtro. Virginia Irizarry,650,obrero,viudo,maestria,no,no,457656,no,si,otro,oct,27,244,861,inexistente,si
Mtro. Amador Salcedo,58,desempleado,viudo,tecnica,no,si,379533,no,no,celular,dic,17,663,96,exitoso,ninguno
Abelardo Alvarado Bustamante,85,emprendedor,divorciado,maestria,si,si,128258,si,no,celular,feb,30,928,863,exitoso,si
Irene Eduardo Gastélum Benavídez,38,obrero,casado,secundaria,si,no,379772,no,no,otro,dic,27,30,414,inexistente,ninguno
Sergio Gaona,450,técnico,divorciado,,si,si,940938,no,si,otro,mar,3,529,210,fracaso,no
Mauro Liliana Vásquez Oquendo,82,técnico,soltero,ninguno,no,no,795655,si,no,celular,nov,10,536,274,otro,ninguno
Nayeli Leonardo Díaz Ávalos,64,gerente,divorciado,universitaria,no,no,768015,no,no,telefono fijo,ago,5,246,918,,no
